Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
6291,78,1,40.53982923,22.94771225,6,7,17,2002,0.092290642,B,B,21,4346,2,165.0,1,2,B
12603,27,3,87.1110618,52.26332633,17,2,3,2014,0.011654127,B,B,4,915,0,1152.6307692307691,0,0,B
3218,38,1,47.98132467,36.407049064837906,1,8,17,2015,0.060753049,B,B,15,2787,2,520.0,0,7,B
13456,6,1,38.90624911,22.77818604,6,9,17,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B
10170,48,2,47.86378996,33.84667884,6,12,12,1982,0.041124634,B,B,46,9515,5,1152.6307692307691,1,10,B
4530,23,2,92.18193951,49.50235204,15,3,25,2013,0.075778755,B,B,6,1437,3,1152.6307692307691,0,2,B
13329,23,2,68.09953794,64.84302503,1,2,17,1977,0.075778755,B,B,6,1437,3,1152.6307692307691,0,2,B
4820,22,1,42.35996399,36.407049064837906,1,7,17,1977,0.118537385,B,B,30,6207,1,1183.0,1,0,B
10896,21,2,44.83501614,30.72815667,5,3,5,1963,0.034331497,B,B,25,5487,3,1152.6307692307691,0,4,B
13416,27,1,35.54463363,33.03433559,1,11,1,1977,0.072157581,B,B,2,629,1,1152.6307692307691,0,0,A
2701,29,3,61.04126877,45.71091013,5,3,5,1965,0.069660344,B,B,31,6119,4,1152.6307692307691,1,2,B
11265,34,3,83.82724049,80.53799626,10,24,25,2015,0.069753361,B,B,53,13670,4,1152.6307692307691,1,11,B
9189,169,3,61.83123391,44.1432438,5,9,9,1977,0.300322518,B,B,52,10311,6,1152.6307692307691,1,9,B
1858,100,1,29.58575823,16.76109997,5,3,8,1959,0.200146802,B,B,23,3975,8,770.0,2,0,B
14536,1,3,79.66402296,79.49649361,1,5,17,1977,0.007122317,B,B,1,264,0,1152.6307692307691,0,1,B
6199,55,3,80.34713152,46.85652532,10,18,17,1989,0.041365446,B,B,31,5569,0,1152.6307692307691,1,4,B
14730,39,1,32.85144358,22.05303941,6,7,9,1962,0.428825818,B,B,25,5011,8,730.0,0,2,B
7510,44,2,54.39922302,32.9954358,8,18,16,1985,0.122190486,B,B,25,4724,2,1308.0,1,3,B
15505,96,1,39.45548487,16.16936748,9,5,9,2004,0.041116354,B,B,53,14892,4,1152.6307692307691,1,4,B
7446,100,1,34.55729086,21.20850182,6,10,9,1966,0.200146802,B,B,23,3975,8,770.0,2,0,B
14016,179,2,40.44643399,24.67716186,7,9,5,1963,0.306977489,B,B,27,5148,14,1575.0,5,7,B
14113,27,1,33.31821815,20.31553477,5,6,5,1981,0.051815435,B,B,5,1227,0,1152.6307692307691,0,0,B
8721,21,3,82.57646498,58.24681488,7,5,5,1958,0.194489265,B,B,47,8004,3,125.0,3,5,B
6193,99,3,78.78613434,49.15208759,10,2,14,1999,0.033493708,B,B,66,10573,1,1322.0,3,8,B
5717,99,2,46.33489165,28.34330075,6,4,9,1970,0.033493708,B,B,66,10573,1,1322.0,3,8,B
5427,48,3,68.58652195,49.30725373,6,8,12,1982,0.041124634,B,B,46,9515,5,1152.6307692307691,1,10,B
9520,108,3,81.09213025,55.7991134,8,3,8,1960,0.0,B,B,25,5027,4,46.0,1,1,B
6869,27,1,37.74839849,36.407049064837906,1,10,19,1977,0.211401214,B,B,9,1892,0,1152.6307692307691,0,1,B
1658,78,1,32.37262587,22.61814883,6,6,12,1970,0.092290642,B,B,21,4346,2,165.0,1,2,B
6639,9,2,66.38613912,36.12459554,13,14,14,2008,0.161531741,B,B,25,5648,1,30.0,2,4,B
6283,7,2,44.6508537,27.40453322,5,7,5,1966,0.035145267,B,B,42,9292,3,2620.0,0,3,B
6257,62,1,43.83591911,36.407049064837906,0,9,0,1977,0.072157581,B,B,2,629,1,1152.6307692307691,0,0,A
15235,139,1,35.45402728,19.36049303,9,8,12,1970,0.122090347,B,B,29,6566,7,1894.0,4,0,B
902,27,3,99.29319132,36.407049064837906,0,2,0,1977,0.07542368,B,B,11,3097,0,1152.6307692307691,0,0,B
8932,9,3,61.62386643,57.05144013,6,6,9,1974,0.13012277,B,B,8,1986,0,1152.6307692307691,0,0,B
16469,93,3,98.5855919,55.19383207,12,8,17,2009,0.041116354,B,B,53,14892,4,1152.6307692307691,1,4,B
2825,8,2,62.64316081,33.44277441,10,13,22,2005,0.43788524,B,B,23,5735,3,1084.0,0,5,B
6450,20,3,80.27601266,48.47220116,13,6,17,2000,0.019508796,B,B,37,7687,11,176.0,5,5,B
11366,6,2,62.63302347,43.15112226,10,17,17,2017,0.243204519,B,B,5,1564,0,540.0,0,0,B
3801,78,3,84.23922138,55.41358041,10,6,14,2001,0.092290642,B,B,21,4346,2,165.0,1,2,B
11385,148,1,37.66882653,19.4561635,9,10,12,1970,0.313924552,B,B,22,4625,11,3855.0,2,10,B
1079,34,1,39.0522683,22.94743007,10,17,22,1995,0.069753361,B,B,53,13670,4,1152.6307692307691,1,11,B
3202,191,2,52.89228352,34.4031701,9,17,16,1985,0.127375905,B,B,43,8429,3,1152.6307692307691,3,9,B
676,85,3,54.08853428,38.62246705,6,8,9,1978,0.037177818,B,B,52,11217,1,2300.0,1,7,B
6185,37,2,66.89014716,61.98424955,7,5,10,2018,0.178916796,B,B,18,3594,4,192.0,1,5,B
7730,18,1,38.68917519,22.16463707,8,2,14,1988,0.0,B,B,30,5562,0,1152.6307692307691,0,5,A
2573,27,2,66.33182665,36.407049064837906,1,10,17,1977,0.017647053,B,B,2,469,0,1152.6307692307691,0,0,B
10978,1,2,64.35944436,36.407049064837906,1,8,17,1977,0.007122317,B,B,1,264,0,1152.6307692307691,0,1,B
10962,9,3,77.0732117,44.78487682,10,9,14,1992,0.161531741,B,B,25,5648,1,30.0,2,4,B
8870,151,1,34.71337121,20.27879596,10,8,12,1968,0.236108458,B,B,16,3893,27,1152.6307692307691,3,10,B
8496,128,1,38.36532014,15.96095526,9,13,17,1995,0.0,B,B,27,4798,0,30.0,2,8,B
5517,31,1,30.57150032,15.45559914,4,2,4,1958,0.151346216,B,A,32,5889,10,830.0,4,1,B
927,13,1,39.31735061,22.41530125,9,8,16,1986,0.133215333,B,B,49,11395,3,1406.0,3,4,A
13675,78,1,43.7774284,22.09011875,10,19,22,2006,0.219006007,B,B,28,6746,3,1152.6307692307691,1,4,B
1499,27,3,84.72014942,84.70274776,1,9,12,2016,0.072157581,B,B,2,629,1,1152.6307692307691,0,0,A
15536,124,3,66.62307868,43.4104591,9,4,12,1974,0.16909109,B,B,19,3856,10,1152.6307692307691,2,5,B
8602,114,3,71.54369311,48.28899787,6,6,7,1977,0.327018035,B,B,12,2270,23,2500.0,1,0,B
12137,124,3,94.23797846,52.34820344,12,12,21,2005,0.122090347,B,B,29,6566,7,1894.0,4,0,B
9865,61,2,54.32045043,30.03107763,11,1,16,1982,0.300322518,B,B,52,10311,6,1152.6307692307691,1,9,B
16353,53,2,58.78278704,36.407049064837906,1,7,22,2016,0.049637257,B,B,34,7759,0,229.0,1,3,B
15908,61,2,46.51061051,29.06037049,6,9,12,1977,0.300322518,B,B,52,10311,6,1152.6307692307691,1,9,B
3944,101,2,45.01684252,30.46264848,6,4,5,1966,0.225824954,A,B,41,6558,7,1548.0,3,2,B
10359,46,2,45.32893675,29.14896975,6,6,9,1970,0.0,B,B,47,11319,0,1145.0,3,5,B
15158,53,2,47.83518683,33.70011956,6,10,9,1967,0.049637257,B,B,34,7759,0,229.0,1,3,B
3259,12,2,60.10802781,36.82142367,10,7,16,1981,0.090799103,B,B,74,19083,2,1152.6307692307691,5,15,B
7220,96,3,80.18249326,48.62732598,10,10,17,2003,0.041116354,B,B,53,14892,4,1152.6307692307691,1,4,B
13843,67,2,51.68226133,35.31000186,6,5,12,1980,0.100455735,B,B,43,7227,0,1152.6307692307691,1,6,A
16736,44,2,43.65044268,27.49302304,5,4,5,1961,0.122190486,B,B,25,4724,2,1308.0,1,3,B
702,46,3,62.72339387,46.28164035,6,7,9,1969,0.0,B,B,47,11319,0,1145.0,3,5,B
12134,52,2,66.4634297,36.407049064837906,1,12,16,2015,0.371148999,B,B,34,7065,1,750.0,2,5,B
6918,23,3,105.5351352,36.407049064837906,1,6,9,1977,0.014072961,B,B,2,475,0,1152.6307692307691,0,0,B
11792,6,1,42.02458754,18.0069018,13,21,25,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
3798,30,2,39.18758707,5.199864263,1,4,1,1977,7.82e-05,B,B,22,6398,141,1046.0,3,23,B
10395,6,1,44.49977444,36.407049064837906,1,8,1,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
11099,1,1,36.00775289,35.42431994,9,5,17,2010,0.025609157,B,B,33,5261,0,240.0,3,1,B
7090,94,2,52.03477474,30.75014459,5,5,5,1977,0.282797669,B,B,33,8667,2,1152.6307692307691,0,6,B
11260,46,2,46.8137764,31.88300845,5,4,5,1968,0.0,B,B,47,11319,0,1145.0,3,5,B
9647,62,3,93.27499912,36.407049064837906,1,5,3,1977,0.072157581,B,B,2,629,1,1152.6307692307691,0,0,A
2903,25,3,97.35372732,36.407049064837906,1,23,24,1977,0.069753361,B,B,53,13670,4,1152.6307692307691,1,11,B
2071,101,2,48.57679567,29.43794285,5,5,5,1968,0.225824954,A,B,41,6558,7,1548.0,3,2,B
8604,119,3,52.15680548,35.33304546,6,1,9,1971,0.033493708,B,B,66,10573,1,1322.0,3,8,B
9346,125,2,47.56702321,28.06994339,5,7,5,1964,0.040242764,B,B,25,3478,11,2729.0,3,1,B
3945,128,2,47.87363349,27.22915361,6,8,9,1972,0.0,B,B,27,4798,0,30.0,2,8,B
3420,9,1,38.39566518,17.33154273,8,11,14,2010,0.31019913,B,B,11,2748,1,1152.6307692307691,0,0,B
10842,6,1,38.63728613,36.407049064837906,1,17,17,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
725,58,2,49.88264339,33.4327817,6,6,14,1972,0.31019913,B,B,11,2748,1,1152.6307692307691,0,0,B
13931,138,2,43.69853924,26.41510394,5,4,5,1963,0.0,B,B,36,6714,2,2672.0,0,2,B
16330,122,2,56.21298349,36.3499489,9,5,17,1996,0.033493708,B,B,66,10573,1,1322.0,3,8,B
9066,59,3,75.34106866,75.09886659,10,8,17,1987,0.019508796,B,B,37,7687,11,176.0,5,5,B
3326,13,3,76.518408,44.42008755,10,6,17,1977,0.090799103,B,B,74,19083,2,1152.6307692307691,5,15,B
1556,34,2,63.27970923,36.407049064837906,1,15,1,1977,0.069753361,B,B,53,13670,4,1152.6307692307691,1,11,B
6579,23,2,46.05574106,26.93667834,5,1,2,1975,0.034656082,B,B,0,168,0,1152.6307692307691,0,0,B
13877,27,2,56.78226155,54.47373575,10,2,5,2015,0.07542368,B,B,11,3097,0,1152.6307692307691,0,0,B
9857,34,3,78.47986825,49.22980282,10,17,16,2002,0.069753361,B,B,53,13670,4,1152.6307692307691,1,11,B
7302,62,3,62.36385025,38.46732526,8,10,9,1975,0.002211665,B,B,39,7614,3,1152.6307692307691,1,5,A
5684,114,1,34.13349714,18.2801883,7,6,8,1968,0.050272014,B,B,21,4231,14,1020.0,0,3,B
6513,88,3,60.76696189,43.2356518,6,3,12,1974,0.127375905,B,B,43,8429,3,1152.6307692307691,3,9,B
11342,27,1,38.69279795,39.60887148,8,16,17,1977,0.011654127,B,B,4,915,0,1152.6307692307691,0,0,B
16561,21,3,63.47049455,47.63960636,5,7,9,1975,0.194489265,B,B,47,8004,3,125.0,3,5,B
6885,39,2,49.41694304,30.89847589,5,5,5,1975,0.428825818,B,B,25,5011,8,730.0,0,2,B
9308,53,1,35.51663857,22.00090581,6,5,9,1975,0.313924552,B,B,22,4625,11,3855.0,2,10,B
2559,23,2,73.8684601,36.407049064837906,0,9,0,1977,0.075778755,B,B,6,1437,3,1152.6307692307691,0,2,B
6648,12,1,41.87392163,21.01167784,8,18,17,1992,0.090799103,B,B,74,19083,2,1152.6307692307691,5,15,B
15260,118,1,36.13807008,20.52397809,6,3,5,1959,0.21843974,B,B,21,4472,6,1450.0,4,7,A
5113,41,1,40.83976185,21.01303219,7,5,14,2004,0.175054867,B,B,36,10055,3,1152.6307692307691,1,0,B
16492,88,1,42.86526515,36.407049064837906,0,18,0,1977,0.127375905,B,B,43,8429,3,1152.6307692307691,3,9,B
12034,53,2,58.56362485,43.75223475,10,16,24,2019,0.049637257,B,B,34,7759,0,229.0,1,3,B
7248,37,2,49.34023129,29.65153422,5,9,14,1973,0.178916796,B,B,18,3594,4,192.0,1,5,B
2171,66,2,47.87330207,30.5499923,4,3,5,1960,0.161975568,B,A,31,7010,5,4508.0,3,7,B
10594,9,2,47.77091956,27.83118359,8,10,10,2008,0.13012277,B,B,8,1986,0,1152.6307692307691,0,0,B
13241,61,1,40.57629621,19.17064321,10,6,22,1998,0.300322518,B,B,52,10311,6,1152.6307692307691,1,9,B
7032,13,1,29.5708017,20.7422963,5,2,5,1964,0.133215333,B,B,49,11395,3,1406.0,3,4,A
4884,29,1,39.68887711,18.94448045,8,2,14,1977,0.069660344,B,B,31,6119,4,1152.6307692307691,1,2,B
903,15,2,64.71893532,32.09149417,2,6,14,2009,0.158249043,B,B,21,5731,0,1152.6307692307691,1,0,B
162,8,1,40.10963859,18.66000414,9,14,15,1977,0.092290642,B,B,21,4346,2,165.0,1,2,B
6566,75,2,65.77312468,38.26698616,7,6,5,1957,0.122090347,B,B,29,6566,7,1894.0,4,0,B
8249,58,1,39.76834001,22.4139426,8,10,10,2005,0.31019913,B,B,11,2748,1,1152.6307692307691,0,0,B
13106,93,3,66.51534155,48.17847596,5,1,9,1973,0.521867054,B,B,25,6149,0,1152.6307692307691,0,0,B
256,6,1,38.87052458,41.17281447,1,9,1,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
7976,23,2,64.40535432,36.407049064837906,1,16,25,1977,0.075778755,B,B,6,1437,3,1152.6307692307691,0,2,B
8575,30,2,54.61434594,54.36251766,1,9,17,1977,7.82e-05,B,B,22,6398,141,1046.0,3,23,B
7591,170,3,61.37492724,45.18979219,6,4,9,1964,0.21843974,B,B,21,4472,6,1450.0,4,7,A
3204,128,2,62.08212168,36.407049064837906,0,2,3,1977,0.0,B,B,27,4798,0,30.0,2,8,B
15804,28,2,45.53818787,31.80555774,5,4,5,1963,0.118537385,B,B,30,6207,1,1183.0,1,0,B
1525,34,3,74.9065562,46.59000832,10,12,17,1993,0.069753361,B,B,53,13670,4,1152.6307692307691,1,11,B
9038,1,2,65.55264735,36.407049064837906,1,15,17,1977,0.007122317,B,B,1,264,0,1152.6307692307691,0,1,B
13628,44,2,46.64393868,29.78020412,5,7,5,1969,0.122190486,B,B,25,4724,2,1308.0,1,3,B
10016,44,2,45.24285161,31.74271946,6,1,9,1976,0.122190486,B,B,25,4724,2,1308.0,1,3,B
10208,11,3,59.28946961,44.66553715,5,5,5,1964,0.038692987,B,B,28,6533,1,1015.0,2,5,B
2008,94,2,48.6932957,32.25870262,5,7,9,1975,0.127375905,B,B,43,8429,3,1152.6307692307691,3,9,B
13029,90,2,49.367738,34.46230616,9,11,12,1970,0.265088676,B,B,37,5288,0,1937.0,3,2,B
5099,6,1,41.50104016,36.407049064837906,0,18,0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
9923,12,3,73.45472116,45.04485275,10,17,17,1987,0.090799103,B,B,74,19083,2,1152.6307692307691,5,15,B
9461,57,1,33.00837001,21.22657646,6,2,9,1979,0.407276235,A,B,9,1768,0,370.0,0,0,A
11086,21,2,42.70799497,29.03543848,5,9,8,1964,0.149666373,B,B,22,4789,2,4087.0,4,1,B
15057,178,2,55.08731988,33.57933696,7,4,5,1956,0.212515361,B,B,19,3293,16,628.0,3,7,B
10689,30,2,60.63064069,36.407049064837906,1,8,17,1977,7.82e-05,B,B,22,6398,141,1046.0,3,23,B
2053,8,3,61.50841382,46.90264953,6,6,9,1967,0.43788524,B,B,23,5735,3,1084.0,0,5,B
16630,72,1,36.39286797,17.49845603,7,6,9,1967,0.210473241,B,B,11,2398,2,1994.0,3,0,B
4985,23,2,63.02111913,36.407049064837906,1,4,25,1977,0.075778755,B,B,6,1437,3,1152.6307692307691,0,2,B
13881,58,3,82.91116099,74.68466382,9,15,14,1969,0.148903891,B,B,9,1952,1,1430.0,3,2,B
13225,88,1,43.7203939,36.407049064837906,0,18,0,1977,0.127375905,B,B,43,8429,3,1152.6307692307691,3,9,B
5779,23,1,31.8410144,30.93904227,1,5,4,1977,0.034656082,B,B,0,168,0,1152.6307692307691,0,0,B
10262,27,2,69.19644017,36.407049064837906,0,10,0,1977,0.017647053,B,B,2,469,0,1152.6307692307691,0,0,B
10762,55,3,63.0516706,46.39174109,6,2,9,1973,0.012338886,B,B,35,5776,1,2078.0,2,4,B
9513,26,1,39.23034691,20.93877137,7,9,17,2000,0.0,B,B,36,6714,2,2672.0,0,2,B
11128,21,2,42.20621681,26.42654897,5,5,5,1963,0.034331497,B,B,25,5487,3,1152.6307692307691,0,4,B
2074,111,3,65.18352658,44.66228912,7,6,12,1974,0.135649789,B,B,46,7960,6,350.0,3,11,B
933,34,1,43.41367284,36.407049064837906,1,14,22,1977,0.069753361,B,B,53,13670,4,1152.6307692307691,1,11,B
2780,27,2,70.09946488,36.407049064837906,1,8,17,2019,0.072157581,B,B,2,629,1,1152.6307692307691,0,0,A
6594,23,2,53.14862694,36.407049064837906,1,11,12,1977,0.034656082,B,B,0,168,0,1152.6307692307691,0,0,B
15394,67,2,70.83598478,40.15464723,11,12,19,2014,0.007720282,B,B,38,4788,2,1152.6307692307691,0,4,B
14863,58,1,35.1248725,21.46583406,6,4,12,1981,0.43788524,B,B,23,5735,3,1084.0,0,5,B
6698,1,2,55.02444089,34.07424007,9,4,17,1990,0.025609157,B,B,33,5261,0,240.0,3,1,B
1611,86,3,59.90216084,40.87667934,5,7,9,1974,0.161975568,B,A,31,7010,5,4508.0,3,7,B
174,7,2,43.02265758,30.41533956,5,4,5,1969,0.035145267,B,B,42,9292,3,2620.0,0,3,B
5160,58,3,93.75628512,36.407049064837906,1,2,3,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
3295,69,2,63.85327469,37.04251049,10,4,16,1982,0.093442564,B,B,23,4635,5,3300.0,2,4,B
4559,59,2,76.79291145,36.407049064837906,0,17,0,1977,0.019508796,B,B,37,7687,11,176.0,5,5,B
8254,29,2,45.69373945,27.46897501,5,5,5,1964,0.086885265,B,B,10,2277,2,1547.0,0,0,B
10228,27,1,37.14267229,40.83038395,1,3,15,2014,0.211401214,B,B,9,1892,0,1152.6307692307691,0,1,B
13924,9,1,41.26247405,36.407049064837906,1,2,1,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
15341,13,2,54.40969028,33.22363202,9,11,18,1999,0.090799103,B,B,74,19083,2,1152.6307692307691,5,15,B
4353,1,2,56.20998399,36.407049064837906,1,3,17,1977,0.007122317,B,B,1,264,0,1152.6307692307691,0,1,B
4334,23,1,31.27948593,36.407049064837906,1,12,1,1977,0.034656082,B,B,0,168,0,1152.6307692307691,0,0,B
1872,30,2,52.44905663,52.79834949,1,17,17,2016,7.82e-05,B,B,22,6398,141,1046.0,3,23,B
7823,107,1,32.66437966,20.13088245,5,10,9,1970,0.050272014,B,B,21,4231,14,1020.0,0,3,B
310,27,3,45.411358,49.88336798,0,18,25,1977,0.072157581,B,B,2,629,1,1152.6307692307691,0,0,A
3704,74,2,81.7424202,80.35559944,1,7,24,1977,0.075778755,B,B,6,1437,3,1152.6307692307691,0,2,B
11615,24,1,61.36753007,61.00849955,0,6,15,2016,0.111627393,B,B,50,12238,8,1970.0,2,3,B
6605,23,3,82.91245238,36.407049064837906,1,25,25,1977,0.075778755,B,B,6,1437,3,1152.6307692307691,0,2,B
3381,9,2,54.62029016,30.08122717,8,11,14,1990,0.136244425,B,B,11,2370,0,1152.6307692307691,0,1,B
2143,1,1,39.39922586,36.407049064837906,1,15,17,1977,0.007122317,B,B,1,264,0,1152.6307692307691,0,1,B
3191,91,3,66.35462195,48.75905593,9,8,12,1976,0.333891544,B,B,30,6564,1,1152.6307692307691,0,0,B
13980,6,1,40.88656987,42.66503624,12,12,17,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
15613,32,1,35.99883863,17.06062085,5,2,5,1970,0.135649789,B,B,46,7960,6,350.0,3,11,B
10943,172,3,61.19442057,48.87051696,6,1,9,1967,0.0,B,B,7,1660,39,1786.0,1,5,B
